genres,artists,acousticness,danceability,duration_ms,energy,liveness,speechiness,valence,popularity
"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap', 'southern hip hop']",Big Pun,14,75,243.04867,74,23,30,63,4490
"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Big Sean,15,69,236.95729,67,23,20,44,5934
"['alternative rock', 'art rock', 'baroque pop', 'beatlesque', 'country rock', 'dance rock', 'folk', 'folk rock', 'gbvfi', 'indie rock', 'jangle pop', 'melancholia', 'power pop', 'psychedelic rock', 'pub rock', 'roots rock']",Big Star,26,43,180.80054,52,16,4,46,2832
"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']",Big Thief,9,53,203.08033,57,13,5,41,6167
"['boy band', 'dance pop', 'pop', 'post-teen pop']",Big Time Rush,6,62,202.33966,82,21,6,66,5066
"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Big Tymers,5,78,287.46265,74,25,19,60,4400
"['electropop', 'indie poptimism', 'tropical house', 'vapor soul', 'vapor twitch']",Big Wild,25,65,206.562,59,32,7,29,5964
"['alternative country', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']",Bill Callahan,28,68,307.5265,53,11,3,67,5100
"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",Bill Haley & His Comets,43,67,153.94203,75,21,11,83,2824
['pop'],Billie Eilish,62,62,201.19635,35,17,13,27,7689
['classic country pop'],Billie Jo Spears,42,50,199.47133,60,11,2,83,4767
"['classic venezuelan pop', 'cumbia', 'jazz venezolano', 'salsa', 'tropical']",Billo's,65,63,190.50118,45,16,6,79,3500
"['brill building pop', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Billy Fury,39,76,147.76,27,10,11,58,3650
"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",Billy Idol,5,57,281.28624,80,23,5,59,4337
"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",Billy J. Kramer,67,64,141.173,58,10,5,79,3600
"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'swamp pop']",Billy Joe Royal,52,61,178.82017,52,25,7,79,2917
"['alternative r&b', 'bedroom pop', 'indie r&b']",Billy Lemos,66,71,127,47,12,12,32,5900
"['meme rap', 'social media pop', 'vapor trap']",Billy Marchiafava,3,85,141.7855,70,8,7,57,6600
"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",Billy Ocean,29,68,297.73018,72,17,5,72,5029
['space age pop'],Billy Strange,95,51,159.227,25,11,5,57,1900
['swamp pop'],Billy Swan,56,51,244.368,54,15,4,43,4040
"['alternative metal', 'canadian punk', 'nu metal', 'pop punk', 'punk']",Billy Talent,0,53,217.67145,92,23,8,53,5473
"['adult standards', 'ballroom', 'easy listening', 'lounge', 'space age pop']",Billy Vaughn,62,40,136.09177,31,17,3,54,2281
"['big room', 'dance pop', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Bingo Players,4,76,215.3636,77,36,5,49,5260
"['musica popular colombiana', 'vallenato']",Binomio de Oro,58,69,247.32371,56,15,6,92,4200
"['musica popular colombiana', 'vallenato']",Binomio de Oro de América,30,61,286.04155,61,16,5,74,5610
['gauze pop'],Bipolar Sunshine,2,54,222.8865,67,10,6,21,6650
"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",Birdman,6,67,271.63726,70,32,21,47,5168
"['folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",Birdtalker,44,53,265.5545,46,14,5,22,5725
['pop'],Birdy,79,44,213.45913,34,11,4,23,6473
"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",Bishop Briggs,18,63,223.36,64,13,7,45,7050
"['alternative dance', 'art pop', 'chamber psych', 'dance pop', 'electronica', 'electropop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'permanent wave', 'trip hop']",Björk,30,51,270.20996,51,16,6,28,3806
"['classic swedish pop', 'swedish pop']",Björn Skifs,26,55,172.867,82,30,8,93,6900
['classic swedish pop'],Björn Ulvaeus,33,77,200.64,87,12,4,88,3700
"['pop', 'pop rap']",Black,71,72,287.933,52,21,3,82,6600
"['diva house', 'eurodance', 'europop', 'hip house', 'italo house', 'new wave pop', 'vocal house']",Black Box,2,72,301.55785,81,8,5,83,5023
"['electro house', 'pop dance']",Black Caviar,0,70,222.307,76,12,4,12,7500
"['afro house', 'deep house', 'south african house', 'south african pop dance']",Black Coffee,9,78,250.337,72,10,5,85,6800
"['dance pop', 'pop', 'pop dance', 'pop rap']",Black Eyed Peas,11,77,256.85515,73,30,15,56,5642
['europop'],Black Lace,28,84,190.307,74,9,5,96,4200
"['atlanta indie', 'atlanta punk', 'freak folk', 'garage pop', 'garage rock', 'indie garage rock', 'indie rock', 'punk blues']",Black Lips,16,51,138.56,67,20,3,82,4800
"['hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop']",Black Rob,8,74,246.23488,73,22,23,64,4663
"['alternative metal', 'pop punk', 'screamo']",Black Veil Brides,11,40,239.07043,88,15,8,34,5600
"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",Blackstreet,22,75,275.18921,57,16,12,56,4648
"['alternative country', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'modern folk rock', 'stomp and holler']",Blake Mills,79,62,262.4155,60,13,5,65,4900
"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Blancmange,22,70,252.827,84,24,6,76,3986
"['girl group', 'hip pop', 'r&b', 'urban contemporary']",Blaque,1,75,252.5386,61,11,15,58,5140
"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp and holler']",Bleachers,14,57,195.85914,75,22,7,41,5943
"['cowpunk', 'pop rock']",Blessid Union Of Souls,23,53,254.563,67,12,4,47,4011
"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'pop rock', 'rock']",Blind Melon,33,42,229.84644,65,19,4,57,4233
"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",Blind Pilot,64,57,250.4398,39,9,3,39,5040
"['pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",BlocBoy JB,7,90,165.375,54,30,35,38,6440
"['new wave pop', 'pop rock']",Blonde,43,66,170.716,76,7,6,67,6500
"['art pop', 'dance-punk', 'indie rock', 'shoegaze']",Blonde Redhead,89,57,169.6335,33,12,4,13,5350
"['candy pop', 'dance rock', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",Blondie,13,52,219.55349,73,17,5,71,3738
"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'metropopolis']",Blood Orange,12,71,268.4956,60,22,7,53,5607
['electropop'],BloodPop®,2,70,204.42,77,18,6,55,7200
"['american shoegaze', 'chillwave', 'indie dream pop', 'nu gaze', 'portland indie']",Blouse,46,71,208.238,68,12,3,71,4800
"['hip pop', 'r&b', 'urban contemporary']",Blu Cantrell,18,70,246.838,76,36,6,65,4857
"['dream pop', 'electronica']",Blue Foundation,54,56,306.2616,45,13,5,36,5840
"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Blue Jeans,23,55,214.507,20,30,3,41,4400
"['pop rock', 'post-grunge', 'san marcos tx indie']",Blue October,21,55,274.43604,67,12,3,35,4243
['classic swedish pop'],Blue Swede,18,66,209.31567,78,29,9,87,5600
"['alternative rock', 'blues rock', 'classic rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",Blues Traveler,7,55,332.21333,74,15,5,68,4313
"['alternative rock', 'britpop', 'dance rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",Blur,12,54,240.90233,73,14,5,63,5479
"['antiviral pop', 'comedy', 'comic']",Bo Burnham,60,59,245.60164,70,58,27,61,4936
['brill building pop'],Bob B. Soxx & The Blue Jeans,68,32,145.2534,72,39,4,48,4060
"['rock-and-roll', 'rockabilly', 'swamp pop']",Bob Luman,72,64,171.73767,56,35,5,75,3300
"['alternative country', 'alternative pop', 'alternative rock', 'gbvfi', 'indie rock', 'permanent wave', 'power pop', 'roots rock']",Bob Mould,12,60,282.467,54,9,3,51,3550
"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'pop dance', 'vocal house']",Bob Sinclar,12,80,244.74917,89,10,9,74,6150
"['brill building pop', 'classic uk pop', 'country rock', 'folk', 'traditional folk']",Bobbie Gentry,62,55,181.57267,34,10,5,65,3183
"['classic country pop', 'country', 'country rock', 'outlaw country']",Bobby Bare,70,57,186.76279,37,32,4,67,3073
"['cali rap', 'pop rap', 'slow game']",Bobby Brackins,10,80,226.29767,62,6,6,49,5067
"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",Bobby Brown,6,70,298.00991,70,12,6,73,4059
"['c-pop', 'chinese indie', 'classic mandopop', 'mandopop', 'taiwan singer-songwriter']",Bobby Chen,84,51,302.9135,20,23,3,33,4300
"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",Bobby Darin,74,47,158.86728,36,20,5,52,2468
"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",Bobby Freeman,79,50,156.16,57,8,4,97,4000
"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",Bobby Goldsboro,65,34,219.63325,29,22,3,48,4475
['brill building pop'],Bobby Hart,30,57,161.973,69,76,3,97,3900
"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Bobby Rydell,63,47,184.028,50,29,8,59,2515
['bubblegum pop'],Bobby Sherman,51,43,172.838,41,30,3,66,3500
"['classic italian folk pop', 'classic italian pop']",Bobby Solo,77,46,144.347,29,36,3,46,2300
"['dance pop', 'hip hop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Bobby V.,25,66,283.824,74,21,14,71,5800
"['dance pop', 'hip hop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Bobby Valentin,62,68,287.36979,61,12,5,89,2846
"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",Bobby Vee,73,51,143.52097,36,19,4,64,2614
"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll']",Bobby Vinton,78,37,156.48376,26,21,3,41,3147
"['pop rock', 'roots rock']",Bodeans,16,61,233.4132,62,25,3,85,3920
"['cumbia', 'latin alternative', 'latin rock', 'pop electronico']",Bomba Estéreo,6,82,225.8318,68,8,10,44,5500
"['alternative dance', 'british indie rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'rock', 'shimmer pop']",Bombay Bicycle Club,43,61,248.12325,78,10,3,49,5775
"['carnatic', 'carnatic vocal', 'deep indian pop', 'filmi', 'indian classical', 'tamil pop']",Bombay Jayashri,59,66,298.7065,28,22,7,63,4550
"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap']",Bone Crusher,1,61,318.02,91,28,13,51,5150
"['deep new wave', 'early synthpop']",Bone Symphony,0,71,190.027,49,7,4,65,2500
"['gangster rap', 'hip hop', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop']",Bone Thugs-N-Harmony,17,72,257.61087,60,33,14,57,4523
['vintage spanish pop'],Bonet De San Pedro Y Los 7 De Palma,71,50,167.866,65,39,6,60,0
"['disco', 'europop']",Boney M.,19,71,269.53518,77,20,6,89,4764
"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Bonn,1,41,230.762,49,11,3,37,7300
"['alternative country', 'anti-folk', 'chamber pop', 'folk', 'freak folk', 'indie folk', 'indie rock', 'melancholia', 'stomp and holler', 'traditional folk']","Bonnie ""Prince"" Billy",86,44,289.8,3,10,4,4,3800
"['candy pop', 'electropop', 'post-teen pop']",Bonnie McKee,1,66,224.107,82,59,3,66,4900
"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Bonnie Raitt,49,61,232.50391,44,17,4,57,3471
"['europop', 'new wave pop', 'soft rock']",Bonnie Tyler,19,51,303.36054,64,15,4,58,5085
"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'tropical']",Bonny Cepeda,54,65,275.10654,67,14,7,93,4046
"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Boo,4,82,269.64867,64,11,12,72,4800
"['gangster rap', 'polynesian hip hop', 'polynesian pop']",Boo-Yaa T.R.I.B.E.,8,67,263.178,85,24,26,53,4350
"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Book Of Love,5,67,231.18471,72,12,4,62,3086
"['big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Borgeous,5,70,236.706,84,9,5,26,6400
"['easy listening', 'pops orchestra']",Boston Pops Orchestra,84,29,264.03673,24,17,4,27,2702
"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",Bow Wow,9,76,241.01148,66,17,21,63,4838
"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",Bow Wow Wow,12,63,166.15333,72,12,6,74,4233
"['ambient', 'downtempo', 'dream pop', 'drone', 'nu gaze', 'post-rock', 'shoegaze', 'slowcore']",Bowery Electric,18,41,330.9665,43,13,4,23,3900
"['comic', 'pop punk', 'texas pop punk']",Bowling For Soup,0,52,195.15909,84,20,6,72,5391
"['emo', 'pop punk', 'punk', 'skate punk']",Box Car Racer,9,50,212.3028,87,16,6,49,4580
"['australian indie', 'australian indie folk', 'australian pop', 'indie folk']",Boy & Bear,13,58,234.777,73,18,3,71,5450
"['dance rock', 'new romantic', 'new wave', 'new wave pop']",Boy George,19,69,218.1335,44,11,3,62,4950
"['electropop', 'indie cafe pop', 'pop']",Boy In Space,7,65,203.54933,45,9,3,22,6533
['new wave pop'],Boy Meets Girl,12,66,268.4665,79,22,3,59,5750
"['neo mellow', 'pop', 'pop rock', 'viral pop']",Boyce Avenue,68,52,269.68325,25,14,3,35,6100
"['antiviral pop', 'otacore', 'social media pop']",Boyinaband,11,62,221.182,84,20,28,79,6300
"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",Boys Like Girls,5,47,217.79426,90,28,10,51,5235
"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Boyz N Da Hood,1,66,253.6535,63,20,11,28,4600
"['boy band', 'bubblegum dance', 'dance pop', 'europop', 'pop rock']",Boyzone,22,58,221.1572,58,18,3,58,6020
"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",Boz Scaggs,29,55,277.63814,57,23,4,55,3741
"['afro dancehall', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Bracket,0,21,152.093,92,14,6,75,3700
"['antiviral pop', 'minecraft']",Brad Knauber,0,73,217.157,85,9,16,57,5700
"['emo rap', 'pop rap', 'sad rap']",Braken,4,43,246.8575,74,10,36,31,6150
"['acoustic pop', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'pop rock']",Brandi Carlile,42,53,219.085,48,14,4,32,5188
"['dance pop', 'pop dance']",Brando,4,73,175.432,79,20,4,64,6920
"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",Brandon Heath,36,58,210.4045,62,15,3,53,4850
"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",Brandy,24,66,267.96412,56,22,8,59,4932
"['alternative r&b', 'indie soul', 'neo r&b', 'nyc pop']",Brasstracks,55,82,231.602,49,34,47,65,6200
['japanese city pop'],Bread And Butter,46,64,239.893,52,8,3,86,4100
"['grunge pop', 'wrestling']",Breaking Point,0,52,208.677,93,16,12,35,4600
"['classic polish pop', 'polish blues', 'polish rock']",Breakout,41,81,191.853,36,11,5,87,4800
"['edm', 'electropowerpop', 'neon pop punk', 'pop punk', 'screamo', 'trancecore']",Breathe,32,52,271.9335,40,16,3,46,4900
"['edm', 'electropowerpop', 'neon pop punk', 'pop punk', 'screamo', 'trancecore']",Breathe Carolina,1,62,225.9306,81,5,11,72,5040
"['adult standards', 'brill building pop']",Brenda Lee,67,56,157.36434,37,20,4,58,2981
"['australian pop', 'australian singer-songwriter']",Brendan Maclean,13,75,197.833,75,26,3,82,4800
"['acoustic pop', 'indie folk', 'neo mellow', 'pop rock', 'stomp and holler']",Brett Dennen,27,59,231.96943,60,10,6,74,5014
"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",Brian Hyland,63,63,146.54571,43,12,4,78,3264
"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Brian McKnight,40,64,266.806,40,15,6,38,4525
['classic uk pop'],Brian Protheroe,65,63,193.453,48,8,13,38,4400
"['antiviral pop', 'scorecore']",Brian Tuey,19,47,225.91117,75,14,7,39,5517
['j-poprock'],Brian the Sun,1,53,181.36,94,27,7,57,6000
"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",Bridgit Mendler,8,59,198.45017,80,10,5,52,6133
"['indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",Bright Eyes,34,40,238.23044,50,18,5,35,4444
"['classic uk pop', 'country rock', 'power pop', 'pub rock', 'roots rock']",Brinsley Schwarz,5,57,205.267,62,20,3,86,2900
"['indie pop', 'modern rock', 'nashville indie']",Briston Maroney,50,47,236.287,68,24,5,38,6633
"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",Britney Spears,16,73,223.22644,77,22,7,73,5721
"['ccm', 'cedm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",Britt Nicole,12,52,211.32223,74,15,5,50,5085
"['anthem emo', 'pop punk']",Broadside,0,29,174.147,96,38,14,46,5800
"['nordic house', 'norwegian pop', 'tropical house']",Broiler,41,73,191.267,78,11,3,61,5900
"['alternative dance', 'alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'new rave', 'rock', 'shimmer pop']",Broken Bells,8,61,231.9,65,19,3,62,5275
"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chillwave', 'dance-punk', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'nu gaze', 'stomp and holler']",Broken Social Scene,6,51,316.85333,60,15,5,48,4817
"['grupera', 'gruperas inmortales', 'latin pop', 'norteno', 'regional mexican']",Bronco,41,64,172.47523,58,14,6,90,3953
"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",Bronski Beat,24,65,282.1678,67,23,3,75,5320
"['connecticut indie', 'indie folk', 'indie pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler', 'stomp pop']",Bronze Radio Return,10,68,183.6095,68,18,5,20,4700
"['auckland indie', 'australian pop', 'electropop', 'etherpop', 'indie electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'nz pop', 'pop', 'shimmer pop', 'tropical house', 'vapor soul']",Broods,2,39,191.808,63,10,14,27,5400
"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",Brook Benton,77,41,170.35333,37,25,4,45,2775
"['hip pop', 'r&b', 'urban contemporary']",Brooke Valentine,1,75,234.733,62,12,15,60,4100
"['k-pop', 'k-pop girl group']",Brown Eyed Girls,2,80,182.308,97,8,10,79,5400
"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Brownstone,16,60,299.2942,55,10,4,44,3560
"['album rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'soft rock']",Bruce Hornsby,44,53,310.56267,59,16,3,57,3773
"['alternative r&b', 'pop']",Bruno Major,74,60,182.29,24,11,7,30,6825
"['dance pop', 'pop']",Bruno Mars,24,67,221.81319,67,15,8,60,6774
"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",Bryan Adams,20,49,253.49065,63,36,4,46,4426
"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",Bryan Ferry,24,67,272.43848,69,23,4,78,4470
"['indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues']",Bryce Fox,8,55,211.2265,66,19,16,32,6550
"['pop', 'pop rap']",Bryce Vine,19,68,196.67958,67,20,6,50,6308
"['indie pop', 'modern indie pop']",Brye,90,50,193.208,17,13,30,51,6800
"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",Bryson Tiller,23,63,193.77764,55,20,20,43,6515
"['atl hip hop', 'country rap', 'dirty south rap', 'pop rap', 'redneck', 'southern hip hop']",Bubba Sparxxx,13,69,291.15431,67,11,19,64,4931
"['swamp pop', 'zydeco']",Buckwheat Zydeco,19,65,219.29,57,11,4,86,3075
"['country pop', 'country rap', 'country road', 'modern country rock', 'redneck']",Buddy Brown,5,52,189.747,72,9,5,50,5600
"['adult standards', 'brill building pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",Buddy Holly,54,58,131.04716,57,17,5,73,3230
"['alternative pop', 'alternative rock', 'boston rock', 'power pop']",Buffalo Tom,1,30,224.84,86,9,5,28,3800
"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'worship']",Building 429,24,48,218.46,70,8,3,36,5150
"['alternative pop', 'alternative rock', 'anti-folk', 'canadian indie', 'freak folk', 'garage psych', 'idaho indie', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'stomp and holler']",Built To Spill,8,38,326.46485,69,21,4,50,3895
"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'uk metalcore', 'welsh metal']",Bullet For My Valentine,3,33,270.81814,91,19,9,36,4804
"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",Burna Boy,35,71,202.84856,66,12,16,55,7444
"['adult standards', 'brill building pop', 'easy listening', 'lounge']",Burt Bacharach,54,49,190.77552,30,16,5,43,3088
"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",Bush,7,42,261.67389,72,17,7,24,5400
"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",Busta Rhymes,9,72,247.37278,77,25,27,63,4928
"['boy band', 'dance pop', 'europop', 'modern rock', 'pop punk']",Busted,0,59,196.013,86,11,4,83,4400
"['acoustic pop', 'lilith']",Butterfly Boucher,8,67,202.093,64,21,4,30,5400
"['cantopop', 'mandopop', 'singaporean mandopop', 'singaporean pop']",By2,68,70,235.201,59,10,4,42,6300
"['modern rock', 'pop']",BØRNS,4,60,226.97033,75,15,7,52,6333
"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap']",C-Bone,1,87,281.267,80,8,5,33,4000
"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",C-Mob,11,84,297.507,85,7,24,29,4700
"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",C. Harris,14,60,347.507,77,48,39,63,5300
"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",C. Rivera,82,65,165.564,51,56,35,92,0
['pop romantico'],CARLOS MATA,31,62,219.948,55,24,3,60,4300
['canadian electropop'],CARYS,29,63,212.107,60,9,3,65,7100
"['big room', 'complextro', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",CAZZETTE,5,62,209.67367,78,15,5,43,5167
['k-pop'],CHANYEOL,43,31,192.441,53,13,5,20,7300
['j-pop'],CHEMISTRY,0,39,215.04,91,9,11,31,5700
['modern indie pop'],CHROMANCE,24,92,193.32,61,6,9,68,7700
"['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'shimmer pop']",CHVRCHES,3,55,208.9478,67,17,6,21,5700
"['bedroom pop', 'boston indie']",CL,1,71,178.177,88,44,11,58,6400
['australian alternative pop'],CLOVES,82,49,268.854,24,15,3,7,6300
"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",CNCO,28,77,217.34667,83,19,6,63,7167
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",COIN,2,51,214.98883,76,26,6,57,6433
"['hopebeat', 'indie pop', 'indie poptimism', 'modern rock', 'philly indie']",CRUISR,1,56,177.82,86,6,5,77,5300
"['pop dance', 'pop edm']",CVBZ,8,62,184.3035,81,17,14,56,5825
"['bleep techno', 'british experimental', 'british industrial', 'dance rock', 'ebm', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'industrial rock', 'new romantic', 'new wave', 'post-punk', 'proto-techno', 'synthpop', 'uk post-punk']",Cabaret Voltaire,11,35,279.507,89,23,13,43,2800
"['colombian pop', 'colombian rock', 'ecuadorian pop', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'reggaeton colombiano', 'rock en espanol']",Cabas,39,72,215.6415,66,21,4,88,5900
"['alternative pop rock', 'neon pop punk', 'pop emo']",Cady Groves,1,58,202.093,90,63,12,75,5200
"['cantautor', 'latin pop', 'rumba', 'spanish pop']",Café Quijano,6,73,197.32,79,12,10,87,4700
['la pop'],Cailin Russo,6,42,197.634,72,12,18,29,7600
"['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']",Cake,16,64,211.07998,62,15,5,78,4485
"['classic country pop', 'oklahoma country']",Cal Smith,53,63,212.975,32,16,3,63,4000
['pop rap'],Cali Swag District,20,85,237.48,44,9,14,51,6800
"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']",Cali Y El Dandee,17,55,212.84433,81,8,11,46,7433
