genres,acousticness,danceability,duration_ms,energy,liveness,speechiness,valence,popularity
pop romantico,49.7285546,50.75600489999999,211.6786784,49.986682,22.139475,4.1663141,53.042498800000004,4053.679502
pop soul,35.9154874,60.17466099999999,237.1691794,53.043352600000006,22.1793583,9.8418619,41.499277899999996,6030.357143
pop venezolano,28.2003401,66.477551,265.7467143,61.6795918,12.4561905,8.2319048,41.5857143,5352.040816000001
pop violin,43.3933708,46.40875,229.4286667,57.4686111,22.8154167,4.4848056,42.037638900000005,4098.611111
popgaze,32.85143,72.2816667,246.3759833,61.46,15.531666699999999,3.6408333,74.0016667,5570.0
popping,34.7590156,77.5536909,262.3699509,63.0347438,11.9040462,10.434434099999999,68.5333086,4568.210409
pops orchestra,83.20688779999999,32.1355995,261.3562793,21.10625,18.105861,7.4718112,31.2424617,2109.630102
popwave,20.794808,58.825,317.07825,62.425,19.811999999999998,3.27,28.499999999999996,5765.0
post-teen pop,18.4585178,62.189618599999996,213.8980994,69.399902,18.314365199999997,7.911349400000001,53.6098792,5761.245576
power pop,11.8254309,50.407510200000004,213.2325558,73.6407198,18.219279099999998,5.3053987,62.4471401,3563.351871
power-pop punk,7.646033500000001,39.8222222,164.33472690000002,86.3078704,25.6351852,7.4415740999999995,61.076851899999994,3789.3518520000002
psychedelic pop,49.785605700000005,56.5975313,218.5294173,53.2156419,25.7362212,7.4904661,53.4004806,4441.079658000001
puerto rican pop,42.333646,52.0339424,241.0182146,60.995554799999994,22.0864781,5.191203300000001,52.8421229,5395.829756
punjabi pop,36.7328571,69.57142859999999,234.362,68.9142857,19.9571429,9.2714286,71.4285714,3800.0
romanian pop,6.0186667,74.72,221.8624,86.2866667,10.2553333,4.26,60.7133333,5266.6666669999995
russian pop,56.87818180000001,63.127272700000006,215.0698909,61.5603636,14.757272699999998,4.7429091,54.8654545,5360.0
scandipop,33.7600511,64.4231163,223.247396,60.60911490000001,14.816737,8.0618477,46.9932209,6749.893161999999
sertanejo pop,57.6008627,57.7898824,194.0100918,50.9944627,38.261254900000004,5.2920706,68.2367059,3514.196078
shimmer pop,15.5022769,58.3694808,234.45583050000002,71.1237699,17.3365796,5.3318339,48.8161999,5290.101675
shiver pop,21.552737099999998,61.589168400000005,251.74311360000002,60.958539599999995,15.0804462,7.3983813,42.4163895,4872.210953
singaporean mandopop,62.95128209999999,55.9513889,278.0207083,50.753311999999994,15.5614316,3.2526923,32.6157051,5363.675214
singaporean pop,67.0587179,57.671111100000005,267.2400667,44.894188,16.016068399999998,3.3213077,32.601794899999994,5636.324786
socal pop punk,7.6197608,47.652459400000005,205.45660750000002,83.2533763,21.004145299999998,7.205181099999999,54.9402918,4714.628164
social media pop,23.4666095,65.8125866,192.57344880000002,65.083722,18.8926855,12.6905936,50.424119700000006,6082.075452
soda pop,62.106666700000005,57.24,144.2992,48.286666700000005,27.883999999999997,10.0793333,75.7066667,2573.333333
sophisti-pop,23.8185915,63.8481681,247.1153823,62.25328449999999,15.2994774,4.0102364,65.8666902,4279.988404000001
