genres,acousticness,danceability,duration_ms,energy,liveness,speechiness,valence,popularity
south african pop,23.0052857,75.4214286,264.1705,64.75,16.3007143,5.5814286,69.0285714,6435.714285999999
south african pop dance,5.0385,77.35,226.482,79.7,9.02,9.719999999999999,79.60000000000001,7250.0
soviet synthpop,18.0,71.1,256.336,71.5,12.6,3.32,89.9,4300.0
space age pop,70.727393,49.9409069,165.4855619,36.828000700000004,17.7675889,5.127826,54.276334299999995,1647.6808890000002
spanish indie pop,49.284,58.46,198.066,46.78,9.68,3.596,48.76,6540.000000000001
spanish noise pop,51.300000000000004,41.9,233.96,47.3,13.3,2.88,32.4,6500.0
spanish pop,31.1556332,60.5559918,245.9114553,67.20284050000001,22.9633385,7.2053936,60.7094762,5710.2700509999995
spanish pop rock,33.3119108,61.03377210000001,231.7226856,63.097102299999996,20.3018613,7.1470804,59.0521363,5116.984922000001
spanish synthpop,19.0833333,58.9333333,223.1246667,81.0666667,11.1833333,3.45,62.6,5833.3333330000005
stomp pop,12.3561476,63.19704,212.2814808,77.89903849999999,20.6998661,6.1904186,51.733043,5465.686275
sudanese pop,6.49,48.199999999999996,322.858,56.2,31.0,7.37,51.6,5000.0
sunshine pop,50.1453419,50.800100699999994,173.5346862,53.334086,19.378273200000002,4.4213244,62.075196899999995,3019.855773
swamp pop,55.3370458,56.739722400000005,176.36134099999998,53.7100191,22.650013599999998,4.5950826,76.0625595,3115.913767
swedish electropop,24.7411986,61.318179900000004,222.23549789999998,70.3006827,18.527502300000002,6.842124600000001,46.7512489,5573.964370000001
swedish idol pop,2.67,53.7,203.307,75.9,9.47,4.44,37.7,5200.0
swedish indie pop,21.090338,58.5942658,242.4229029,65.595634,19.3264139,4.4707878,41.2420392,5014.082789
swedish pop,25.964478000000003,62.1896038,218.04624479999998,66.3628666,18.0047368,7.0036531,52.0860831,5616.82619
swedish synthpop,27.9232582,61.79981060000001,245.1233466,65.2763889,17.9099242,5.4117866,47.5842298,5261.426767999999
swiss pop,15.680666700000002,73.85000000000001,206.2601667,71.1333333,11.86,5.975,53.4666667,5283.3333330000005
synthpop,14.839656600000001,63.49494369999999,263.4617696,68.2314893,19.6826631,4.7167538,66.25308319999999,4251.134954
syrian pop,82.7096154,37.9346154,370.9187115,27.4769231,33.1042308,4.4113462,45.913461500000004,1034.615385
taiwan pop,52.5208045,56.2088045,256.8584207,43.1234058,15.428607,3.1273497999999997,40.7714448,4808.078475
tajik pop,99.1,78.9,209.717,33.5,18.9,9.48,84.7,0.0
tamil pop,59.494182900000006,63.2229951,255.96511170000002,41.4165318,15.6937978,10.0837287,62.7953953,2740.672896
teen pop,27.386637699999998,64.66207729999999,205.93077780000002,72.5272947,17.992862300000002,5.6483816,59.897705300000005,5789.251208000001
texas pop punk,3.8895679000000003,55.822222200000006,182.01265510000002,83.55505050000001,17.8884848,8.6606854,66.7212121,5441.6305919999995
thai pop,29.193333300000003,67.5583333,227.5480833,71.2416667,13.641666699999998,4.0008333,65.7583333,133.3333333
transpop,24.2626074,54.809640400000006,215.3080964,62.9438262,19.1322178,12.4556444,66.8087812,4218.181818
tunisian pop,17.599999999999998,80.7,281.443,63.9,5.8999999999999995,4.16,69.19999999999999,4900.0
turkish pop,57.4060428,50.0470588,221.2952995,49.7414439,20.8612567,7.8270856,55.007219299999996,4213.368984000001
turkish trap pop,26.2142857,66.2571429,149.57657139999998,52.9714286,11.2042857,14.5285714,21.0714286,1142.857143
twee pop,25.6403639,49.128977299999995,215.0596705,63.6727273,19.0472727,4.4752841000000005,68.6198864,3892.613636
ugandan pop,4.83,73.8,342.76,56.39999999999999,7.24,3.81,93.30000000000001,3600.0
uk alternative pop,19.0343702,62.169458899999995,231.27071669999998,67.6032828,13.3430996,6.693603200000001,51.5624502,4979.98557
uk pop,29.0866008,59.838366,208.5289374,61.096054200000005,16.8825441,7.5412326,45.9779706,6291.493941000001
uk pop punk,33.045475,48.607499999999995,161.1949,69.43625,17.4675,9.464,58.794999999999995,4385.0
ukrainian pop,18.2,74.2,217.12,93.89999999999999,5.67,3.62,86.5,4000.0
underground power pop,10.612629,48.2220752,201.47624789999998,76.2851537,17.5270667,4.9879212,68.90039660000001,3603.148591
uzbek pop,99.1,78.9,209.717,33.5,18.9,9.48,84.7,0.0
v-pop,36.6,79.2,256.227,49.2,17.9,2.98,68.10000000000001,4100.0
vapor pop,37.5338133,56.099444399999996,223.9662011,58.0528889,12.5529778,6.0896222,46.0313333,5799.555556
vietnamese pop,36.6,79.2,256.227,49.2,17.9,2.98,68.10000000000001,4100.0
vintage chinese pop,67.0555101,47.9987624,224.3514092,36.2676944,22.680277200000003,3.8708544,42.8970058,3422.066316
vintage dutch pop,85.1,47.4,243.1575,31.5,47.599999999999994,55.50000000000001,37.75,900.0
vintage italian pop,96.79374080000001,46.5674553,188.6117777,25.3254133,20.852500199999998,7.9295031,52.6151099,471.1601012
vintage spanish pop,76.7642857,51.8357143,174.4255357,57.6464286,37.45,10.1464286,69.3607143,0.0
vintage swedish pop,73.8509091,44.587878800000006,166.9078182,35.583787900000004,21.2066667,5.2357576,55.1484848,1943.9393939999998
viral pop,41.196689,57.551952299999996,215.4039287,54.022479700000005,14.8411832,5.9686299,42.7711401,5981.194582
zambian pop,47.3,68.89999999999999,42.813,77.5,21.9,21.9,64.60000000000001,0.0
