genres,acousticness,danceability,duration_ms,energy,liveness,speechiness,valence,popularity
israeli pop,4292.99524,6364.95238,0.22373678749999998,5555.57857,1746.5249999999996,773.2452400000001,4766.19881,544523.8095
italian adult pop,4896.77503,5399.309389999999,0.24230622,5243.196140000001,1848.77659,740.5157099999999,5571.70655,454750.43269999995
italian indie pop,3637.83333,6475.0,0.2661243333,6066.6666700000005,1737.8333300000002,355.0,6153.33333,516666.66670000006
italian pop rock,3356.66667,6333.33333,0.31973366670000003,3380.0000000000005,1196.0,294.66667,4826.6666700000005,486666.66670000006
j-pop,1152.16686,5303.04623,0.2563605287,8196.6575,2168.76253,620.99655,5552.4423,563055.8332999999
j-pop girl group,2654.5,6048.3333299999995,0.2358033333,8663.333330000001,1660.33333,513.5,8201.66667,480000.0
j-poprock,809.1631299999999,4892.87149,0.2425582588,8797.50223,2020.89978,801.65294,5260.38754,574085.5655
jangle pop,1246.98558,4784.79349,0.2271706668,7151.27808,2135.60128,438.51250999999996,6380.2421699999995,367670.3886
japanese city pop,2759.88826,6647.469239999999,0.27352996789999995,6758.96995,1762.8474999999999,417.74172,6938.64715,398574.8413
japanese dream pop,1743.1000000000001,6211.0,0.5127174999999999,7067.0,1581.1,446.40000000000003,4934.0,463000.0
japanese electropop,831.5300000000001,6641.249999999999,0.1871161875,8171.875,2231.9375,1088.25,6691.249999999999,596250.0
japanese pop punk,801.7777199999999,4295.625,0.2537471667,8665.20833,2548.39583,538.27083,5230.972220000001,440208.33330000006
jazz pop,7130.2306,6002.6417,0.2489938142,3247.1154300000003,1483.3584999999998,537.49739,3129.9528800000003,519906.6051
jordanian pop,26.200000000000003,7250.0,0.247933,8740.0,958.0,396.0,7480.0,670000.0
k-pop,1867.7534600000001,6756.199610000001,0.2144475994,7431.872990000001,1916.1087200000002,880.07334,5914.7837500000005,635566.5412999999
k-pop boy group,1490.82012,6607.107639999999,0.2234545684,7529.09173,1606.0879100000002,729.37455,5929.72136,589434.9567999999
k-pop girl group,1157.8278,7136.47289,0.2038132191,8274.599339999999,1876.7033399999998,907.94469,6487.234619999999,648707.9304
kashmiri pop,9898.75,6655.0,0.180375125,1547.875,1485.5,2457.5,7138.75,0.0
korean pop,3877.0592399999996,6183.50498,0.2336829983,5878.25028,1485.9501699999998,560.28239,5365.16058,493914.7287
la pop,1879.81546,5772.97436,0.2285885842,6521.8895,2142.67906,1119.45482,3808.84737,590600.1221
latin arena pop,3005.96749,6068.37275,0.2473522298,6098.152910000001,2025.56794,500.29507000000007,5185.60924,562547.9713
latin pop,3353.7724000000003,6273.65649,0.2336686798,6309.33397,1858.47677,562.27445,5948.27435,545949.554
latin viral pop,2249.74163,7030.72061,0.2245840761,6794.9235100000005,1825.1566,925.21457,6193.312399999999,555664.2511999999
latvian pop,7256.66667,2766.66667,0.211369,3986.6666700000005,931.33333,315.0,2449.33333,6666.66667
lebanese pop,6136.54762,5317.353169999999,0.3236367034,4199.05754,1700.81548,485.32123,5291.88294,327182.5397
mainland chinese pop,5595.0,5550.000000000001,0.269357,4587.5,1409.5,361.75,4290.0,560000.0
malaysian mandopop,6103.75,5243.75,0.26484025,4268.75,1389.5,311.125,2471.25,503750.0
malaysian pop,987.9250000000001,5578.75,0.23810050000000002,5798.75,1391.125,420.0,3017.0,526250.0
mande pop,6429.794869999999,5347.48718,0.37189829739999997,3740.7307699999997,1607.8987200000001,398.49615,5899.846149999999,446858.9744
mandopop,5121.74308,5576.20195,0.270475126,4599.49001,1710.66386,325.30525,3407.6340600000003,519131.6623000001
marathi pop,2780.0000000000005,7440.000000000001,0.30963999999999997,7000.0,680.0000000000001,376.0,8660.0,590000.0
metropopolis,2011.4623900000001,5933.22446,0.24380331630000002,6723.33881,1658.9635600000001,595.54128,4377.4841799999995,529371.542
mexican pop,3184.53595,6468.87286,0.2328024995,6344.27314,1885.6514499999998,578.80198,5630.58439,571279.2212
mexican pop punk,58.818000000000005,4907.0,0.2679959,8031.0,1712.8,618.5,6250.0,632000.0
modern alternative pop,3314.18846,5920.37179,0.21540542310000002,5289.10256,1322.67949,959.3974400000001,4115.47436,671025.641
modern dream pop,2476.54657,5171.388890000001,0.24360225289999998,6780.043860000001,1466.10088,359.79094000000003,4797.25731,539488.3041
modern indie pop,5015.71042,6122.39583,0.1990614688,4149.76042,2682.73437,1542.2083300000002,4697.19792,713177.0833
modern power pop,1273.91575,4666.7351,0.18756411779999999,8098.19014,2187.61546,471.02341,5307.926640000001,442495.35569999996
moldovan pop,972.3888900000001,7415.000000000001,0.22849033330000001,8890.55556,1371.6111099999998,407.0,4901.44444,425555.5556
mongolian pop,163.5,7905.0,0.1453985,4885.0,3772.0,1845.0,4348.5,0.0
musica popular colombiana,4343.51849,6860.9215,0.24278500349999999,5566.9682,1890.46372,606.39977,8010.611760000001,413404.2928
musica popular mineira,3388.4084100000005,5387.2355800000005,0.1750211303,4609.24038,1903.66442,584.88317,5839.80769,414110.5769
musica popular paraense,5702.0,6405.999999999999,0.1857894,5156.0,1692.2,1197.4,7120.0,420000.0
muzica populara,9354.60227,4789.69968,0.16539164369999995,3122.62987,2054.92857,505.1493499999999,5623.06006,4372.2943700000005
nederpop,2335.7825900000003,5251.68889,0.21842777889999998,6045.01667,1682.29111,380.18111,5606.53333,433450.0
neo-synthpop,1300.0891,5819.022029999999,0.2593584591,7295.34771,1780.68399,505.78668000000005,5065.710349999999,517147.5053
neon pop punk,727.61133,5537.626920000001,0.2164634848,7989.91484,2044.9143299999998,747.8894799999999,5631.37447,500929.89479999995
nepali pop,9880.0,6060.0,0.198155,3410.0,1900.0,793.9999999999999,6660.000000000001,0.0
new wave pop,2140.88472,6050.685230000001,0.2523983974,6495.69463,1878.9944899999998,488.40838,6286.3898,437110.1207000001
nigerian pop,1949.5024799999999,6742.70833,0.216337041,7258.068180000001,1675.3952,1343.9589599999997,6343.59848,509476.01009999996
noise pop,1607.4935200000002,4605.14944,0.2385648485,7279.674109999999,2040.02488,590.45635,4805.4127100000005,440181.429
norwegian pop,1968.8840899999998,5658.47727,0.2184918545,6635.47273,1753.6628800000003,600.56136,4276.20455,622325.7576
norwegian pop rap,1310.0,4300.0,0.21168,6060.0,1729.9999999999998,430.99999999999994,1230.0,760000.0
nyc pop,2764.25606,6590.14646,0.2161170798,6171.21717,1766.6944400000002,919.9186900000001,4952.237370000001,589934.3434
nz pop,2713.30902,6234.48284,0.2024279464,5589.4335200000005,1694.6904099999997,600.9025300000001,4213.06586,631338.5315
okinawan pop,703.20167,5410.0,0.22763666670000002,8885.0,2236.33333,511.33333000000005,6876.6666700000005,530000.0
operatic pop,7764.811950000001,3191.69765,0.2327968107,2809.0274799999997,1743.09714,438.62757999999997,2194.72525,418777.06289999996
pakistani pop,7022.5812000000005,5273.80342,0.3120878479,3958.64103,3000.24615,642.9547,6196.1453,312717.9487
palestinian pop,7800.0,3509.9999999999995,0.493796,6060.0,5350.0,311.0,5130.0,0.0
panamanian pop,2249.5553999999997,7575.865859999999,0.217091466,7204.26961,2131.7089800000003,1057.2111599999998,6402.571999999999,454622.96319999994
persian pop,5635.41667,6526.25,0.2953942813,4548.125,1656.5625,785.47917,6839.89583,363333.3333
pinoy pop punk,176.0,6040.0,0.28498700000000005,7559.999999999999,1060.0,352.0,3080.0,570000.0
polish pop,4890.0,5920.0,0.1795,3360.0,1140.0,387.0,5550.000000000001,350000.0
polynesian pop,3363.6429200000002,7240.792740000001,0.23832514019999998,5426.57721,1551.7331000000001,975.28016,7517.17892,456621.0172
pop,2768.72832,6283.48761,0.2163362591,6110.4116699999995,1750.72549,857.8437299999999,4794.741779999999,607459.0869
pop argentino,1405.2908300000001,6018.5416700000005,0.2339849625,7176.7916700000005,2944.08333,336.15,6650.1666700000005,627500.0
pop chileno,4416.25,4831.25,0.24420512500000002,4832.5,1671.0,382.7500000000001,2721.25,482500.0
pop dance,1468.34049,6501.80395,0.2210474113,7292.53571,1822.42636,826.01941,5046.8769,586914.7354
pop edm,1128.05392,6025.36451,0.2200175034,7679.6121299999995,1764.69597,668.15235,4016.2285699999998,574257.7361
pop electronico,1171.1166699999999,7360.33333,0.2077900667,7120.66667,988.41667,678.6666700000001,6202.0,555833.3333
pop emo,562.80331,5207.870919999999,0.2100351895,8231.99055,2081.28988,679.3539899999998,5324.57952,496483.48910000006
pop flamenco,4968.75,6560.000000000001,0.230405125,5807.5,3403.75,610.1249999999999,6912.5,516250.0
pop folk,7400.615379999999,4846.53846,0.2581782615,3035.66154,964.23846,385.15000000000003,2696.2961499999997,594538.4615
pop house,763.5447200000001,6601.44444,0.24650365,8314.44444,2213.55556,957.26667,4597.33333,328888.88889999996
pop nacional,1560.2333299999998,7007.29167,0.20715554169999997,7546.875,1713.6875,762.8541699999998,6438.75,674791.6667000001
pop nacional antigas,2320.5,4625.0,0.20780500000000002,5302.5,1023.5,305.0,5124.999999999999,417500.0
pop peruano,3507.0,6551.000000000001,0.23722659999999998,7267.3333299999995,921.43333,510.40000000000003,7954.000000000001,524666.6667000001
pop punk,844.24367,5043.68317,0.2144588228,8016.59922,2094.5930200000003,789.73069,5047.60633,492880.43230000004
pop quebecois,4425.714290000001,5597.14286,0.224379,5411.42857,1857.42857,337.0,4527.14286,470000.0
pop r&b,2590.11989,6625.62037,0.23322426329999998,5714.95909,1670.0033600000002,1283.58239,4534.01288,559226.9471000001
pop rap,1593.26559,7044.26904,0.23332428970000002,6664.405140000001,1950.5908000000002,1609.9541000000002,5334.7743,549582.1554
pop reggaeton,3722.89674,6479.48107,0.2312016488,6651.40415,1315.16056,815.4479,7355.8486,511488.60399999993
pop rock,2288.90894,5459.34217,0.2393177058,6612.218279999999,1785.1347700000001,524.7520499999999,4981.05721,505808.77800000005
pop rock brasileiro,409.0,5680.0,0.26504,7000.0,838.0000000000001,258.0,5710.0,610000.0
pop romantico,4972.855460000001,5075.600489999999,0.2116786784,4998.6682,2213.9475,416.63141,5304.249879999999,405367.9502
pop soul,3591.54874,6017.4661,0.23716917939999999,5304.335260000001,2217.93583,984.18619,4149.927790000001,603035.7143
pop venezolano,2820.03401,6647.7551,0.2657467143,6167.95918,1245.61905,823.1904800000001,4158.57143,535204.0816
pop violin,4339.33708,4640.875,0.2294286667,5746.86111,2281.54167,448.48055999999997,4203.76389,409861.11110000004
popgaze,3285.143,7228.1666700000005,0.2463759833,6146.0,1553.16667,364.08333,7400.1666700000005,557000.0
popping,3475.90156,7755.369090000001,0.2623699509,6303.47438,1190.40462,1043.44341,6853.33086,456821.0409
pops orchestra,8320.688779999999,3213.55995,0.2613562793,2110.625,1810.5861,747.1811200000001,3124.24617,210963.01020000002
popwave,2079.4808,5882.5,0.31707825,6242.5,1981.2,327.0,2850.0,576500.0
post-teen pop,1845.85178,6218.96186,0.2138980994,6939.9902,1831.4365200000002,791.13494,5360.9879200000005,576124.5576000001
power pop,1182.5430900000001,5040.75102,0.2132325558,7364.07198,1821.92791,530.53987,6244.71401,356335.1871
power-pop punk,764.6033500000001,3982.2222199999997,0.16433472690000003,8630.78704,2563.51852,744.1574099999999,6107.68519,378935.18519999995
psychedelic pop,4978.560570000001,5659.75313,0.2185294173,5321.56419,2573.62212,749.04661,5340.04806,444107.96580000006
puerto rican pop,4233.3646,5203.39424,0.2410182146,6099.55548,2208.64781,519.1203300000001,5284.21229,539582.9756
punjabi pop,3673.2857099999997,6957.142859999999,0.234362,6891.428569999999,1995.7142900000001,927.14286,7142.857139999999,380000.0
romanian pop,601.86667,7472.0,0.22186240000000002,8628.66667,1025.53333,426.0,6071.33333,526666.6667000001
